death_indicators,name,ticker
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Sia Cash Coin,SCC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Siacashcoin,SCC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Siaclassic,SCC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Siamesecoin,SIS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sifcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Signatum,SIGT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Siliconvalleycoin,XSV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Silkcoin,SILK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Silver Bars,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Silvercoin,SRC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Singularity,SING
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Sint Global,SIN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Sipsco,SIPS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Sisa,SISA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Siscoin,DSCN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Skeincoin,SKC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Skychain,SKCH
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Skyfchain,SKYF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Skynet-Coin,SNC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Slendercoin,SNC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Slothcoin,SLOTH
"Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Smart Net Yet,SNY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Smart Trade Coin,SMART
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Smartcoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Smartfox,FOX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Snatcoin,SNAT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Snowball Mining,SBM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Snowballs,BALLS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Snowcoin,SNC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Soapbar,SOAP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Socialcoin,SOC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Sola,SOL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Solace Coin,SOLACE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Solcoin,SOL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Soldo,SLD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Solid Sources,ICO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Solidcoin,SC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Solidcoin,SLD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",SophiaTX,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",SovranoCoin,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Sp8De,SPX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Spaincoin,SPA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Sparkster,SPRK
"Inactive Development,Low Volume,Not Listed on exchanges",Speedcash,SCS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Speedcoin,SPC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Spikecoin,SPK
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Spindle,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Spirecoin Spc,SPC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Spodermancoin,SDM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Sponsy,SPONS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Sportyco,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sprout,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Squeezer,SQR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stablecoin,SBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stackedcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stacycoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stakeit Token,STAKE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stalwartbucks,SBX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stannum,SNC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Starcoin,STR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stardust,STU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stashpay,STP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stellite,XTL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stlcoin,STL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stockcoin,STC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stop,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Stopthefakes,STF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Stopthefakes,STF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Storagecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Storeum,STO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Stories,STY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Storiqa,STQ
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Stox,STX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Strayacash,SYC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Strayacoin,NAH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Streamcoin,STRC
"Inactive Twitter,Low Volume,Not Listed on exchanges",Streamix,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",StuffGoGo,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Subi Platform,SUBI
"Inactive Development,Inactive Twitter",Substratum,SUB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Sucre Moneda,SUCR
"Inactive Development,Low Volume,Not Listed on exchanges",Sudan Gold Coin,SGC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Suncoin,SUN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Super Game Chain,SGCC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Supercoin,SUPER
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Superior Coin,SUP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Surecoin,TSC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Surgecoin,SRG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Swaptoken,TOKEN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Swisscoin,SIC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Swissrealcoin,SRC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Switchcoin,SWITCH
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",SYBC Coin,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Symmetry.Fund,SYMM
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Synapse Coin,SYN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Syncoin,SYN
"Inactive Twitter,Low Volume,Not Listed on exchanges",Synlev,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",T-Coin,TNC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Tacocoin,TCO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Takcoin[Tak],N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Takeoutcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Taler,TLR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Tao Network,TAO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Target Coin,TGT
"Inactive Development,Low Volume,Not Listed on exchanges",Tatatu,TTU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Tavecchia Coin,TAV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Taylor,TAY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tcoin De Tradecoinclub,TCN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Techcoin,TCI & TECH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Teddycoin,TDY
"Inactive Development,Low Volume,Not indexed,Not Listed on exchanges",Tellion,TLL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tellurium,TLRM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tend Token,TTA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tenebrix,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tenfivecoin,10May
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Terraminer,TRM
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Teslacoin,TES
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Teslapaytoken,TSLP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Test,TEST
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Thaicoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Thcoin,THC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",The Dao,DAO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Thebillioncoin,TBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Thecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Theresa May Coin,MAY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Thesmurfscoin,TSC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Thin,THC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Thingscoin,TIC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",This Website,TW
"Inactive Development,Low Volume,Not Listed on exchanges",Thorecoin,THR
"Low Volume,Not Listed on exchanges",Tierion Network Token,TNT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Tigercoin,TGC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Timcoin,TIM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Timekoin,TK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tipper,TIPR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tippereconomy,TIPR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Titanium,TTN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Titanium Bar,BAR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Tittiecoin,TIT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tkeycoin,TCD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tokecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Token Bitcoin Magic,BTCM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Tokia,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tomatocoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tomscottcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Topology Application Token,TOT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Tourist Token,TOTO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tracecoin,N/A
"Inactive Development,Low Volume,Not Listed on exchanges",Trade Token,TIOX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Trade.Io,TIO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Tradercoin,TDC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Traincoin,XTN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Travelblock,TRVL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Travelflex,TRF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Traxalt,TXT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Traxion Token,TXN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Trendit,TND
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Trident Group,TRDT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Trinity,TTY
"Inactive Development,Low Volume,Not Listed on exchanges",Trollcoin,TROLL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Tronclassic,TRXC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Troptions,TROPTIONS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Truckcoin,TRK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Truecoin,TUC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Trustnote,TTT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Turbocoin,XTP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Turtlegold,TRTG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Turtlegold,TRTG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Tuxcoin,TUX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Twilx,SEO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",U Cash,UCASH
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Ubiatarplay,UAC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Uchain,UCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ucoincash,UCOIN
"Inactive Development,Low Volume,Not Listed on exchanges",Uhub Token,HUB
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ukcoin,UKC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ultimatecoin,ULT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Ultrachain,ULTRA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Ultranote,XUN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Ultrapay Coin,UPC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Umbrella Coin,UMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Umicoin,UMIC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Unica,UNICA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Unicash Coin,UCH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Unicore,UNICORE
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Uniform Fiscal Object,UFO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Unitecoin,UNI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",United Federation Credit,UFC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Unitycoin,UNT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Universitycoin,UVC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Unixcoin,UNX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Unobtanium,UNO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Upstake,UPDC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Urocoin,URO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Useless Ethereum Token,UET
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",USI Tech,USITECH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vadercoin,VADR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Valuecoin,VLC
"Inactive Development,Low Volume,Not Listed on exchanges",Valuto,VLU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vampirecoin,VMP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vanillacoin,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vanta Network,VNT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vaperscoin,VPRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Vaperscoin,VPRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Vcash,XVC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vcoin,VCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vee,VEE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Veen,VEEN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vegascoin,VGC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Velocitycoin,VEL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vendettacoin,VAC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vendicoins,VENDI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Vendio,VENDI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Venividivicicoin,VVV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ventura,ZVT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Venturenic,VTN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vereum,VMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Verify Unicoin,UCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Verity,VTY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Vernam,VRN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Verncoin,VRN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Verocoin,VRO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Veronite,XVV
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Version,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Vestx Coin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vibbecoin,VIBBE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vidioshare,VDO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",View,VIEW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Viktorium,VIC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Viola.Ai,
"Inactive Development,Low Volume,Not Listed on exchanges",Vipstar Coin,VIPS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Viral,VIRAL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Virtacoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Virtualminingcoin,VMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Viruscoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vision Industry Token,VIT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Visionx,VNX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Visncoin,VISN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Visus,VIS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vitrocoin,VTC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Viuly,VIU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vivaldi,VVL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vodkacoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Voise,VOISE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Volix Network,VOX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Votecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Vtc,VTC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Vyigrat,VYI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",W3C,W3COIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",W3Coin,W3C
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Walletoken,WTN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Watcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wavecoin,WVS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",WCX,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wealth Chain Token,WCT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wearesatoshi,WAS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wecoin,WEC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Weku,WEKU
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",WeToken,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wikibits,WKB
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wikicoin,WIKI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wild Token,WILD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Winbix,WBN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Wincoin,WIN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Windy,WND
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Winged,WINGE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Wink,WINK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Winplay token,WNRZ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",WINSSHI,WNS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wizzo Coin,WIZO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wolongcoin,WOL
